long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment
Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова,ГМПИ им. М.М. Ипполитова-Иванова,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/ippolitovka.png,http://ippolitovka.ru/,['+7 (495) 911-96-05'],[],[],['info@ippolitovka.ru'],False,
Государственный морской университет имени адмирала Ф.Ф. Ушакова,ГМУ им. адмирала Ф.Ф. Ушакова,Краснодарский край,1,3,https://tabiturient.ru/logovuz/aumsu.png,http://www.aumsu.ru/,[],[],[],[],False,
Санкт-Петербургский государственный университет аэрокосмического приборостроения,ГУАП,Санкт-Петербург и Ленинградская область,1,9,https://tabiturient.ru/logovuz/spbguap.png,http://new.guap.ru/,[],[],[],['priem@guap.ru'],True,
Государственный университет по землеустройству,ГУЗ,Москва и Московская область,1,3,https://tabiturient.ru/logovuz/guz.png,https://www.guz.ru/,['+7 (499) 261-59-79'],[],['info@guz.ru'],['info@guz.ru'],True,
Государственный университет просвещения,ГУП,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/mgou.png,https://guppros.ru/,[],['+7 (495) 780-09-43'],['info@eduprosvet.rueduprosvet.ru'],[],False,
Государственный Университет Управления,ГУУ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/guu.png,https://guu.ru/,[],[],[],[],False,
Глазовский инженерно-экономический институт (филиал) Ижевского государственного технического университета имени М. Т. Калашникова,Глазовский инженерно-экономический институт ИжГТУ им. М.Т. Калашникова,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/izstu.png,http://gfi.edu.ru/,[],[],[],[],False,
Санкт-Петербургский горный университет,Горный университет (СПГУ),Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spmi.png,http://spmi.ru/,[],[],[],[],True,
Государственный институт русского языка имени А.С. Пушкина,Гос. ИРЯ им. А.С. Пушкина,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/pushkin.png,https://www.pushkin.institute/,[],[],[],['inbox@pushkin.institute'],False,
Губкинский филиал Белгородского государственного технического университета им. Шухова,Губкинский филиал БГТУ им. Шухова,Белгородская область,1,-1,https://tabiturient.ru/logovuz/bstu.png,https://gfbgtu.ru/,[],[],[],[],False,
Губкинский филиал Национального исследовательского технологического университета «МИСИС»,Губкинский филиал МИСиС,Белгородская область,1,-1,https://tabiturient.ru/logovuz/misis.png,https://gf.misis.ru/,[],[],[],[],False,
Гуманитарно-педагогическая академия (филиал) Крымского федерального университета имени В.И. Вернадского в г. Ялте,Гуманитарно-педагогическая академия КФУ им. В.И. Вернадского в г. Ялте,Республика Крым и Севастополь,1,-1,https://tabiturient.ru/logovuz/cfuv.png,https://gpa.cfuv.ru/,[],[],[],[],False,
Дипломатическая академия Министерства иностранных дел Российской Федерации,ДА МИД России,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/dipacademy.png,http://www.dipacademy.ru,['+7 (499) 246-18-44'],['+7 (499) 246-18-44'],['info@dipacademy.ru'],['info@dipacademy.ru'],False,
Дальневосточная государственная академия физической культуры,ДВГАФК,Хабаровский край,1,7,https://tabiturient.ru/logovuz/dvgafk.png,http://www.dvgafk.com/,[],[],[],[],False,
Дальневосточный государственный институт искусств,ДВГИИ,Приморский край,1,-1,https://tabiturient.ru/logovuz/dvart.png,http://www.dv-art.ru/,['+7 (423) 226-4922'],['+7 (423) 226-4922'],['mail@dv-art.ru'],['mail@dv-art.ru'],False,
